Bug_ID,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids
514774.0,JDT,Text,CLOSED,DUPLICATE,[hovering] eclipse Prompt help box color,2017-04-05 10:10:35,created attachment   it looks  in my debian testing，dm is gnome     ，eclipse version  neon   release   build id       but it does not look as beautiful as windows  please see attachment,501742.0
514775.0,JDT,Core,CLOSED,DUPLICATE,NPE in ProblemReporter.typesAsString while invoking template,2017-04-10 02:47:42,created attachment   screen shoot  new thread           while          progressbarserver setprogress        progressindicatorserver setprogress                serverbar indicatorupdator   start    when i put   after  updator    the following error occur,470695.0
514826.0,Platform,SWT,CLOSED,DUPLICATE,[Wayland] Switching tab with mouse opens tab in new part,2017-04-20 17:13:13,created attachment   example of bug  when you click on inactive tab it splits current view and opens editor   in new part   using ctrl pgup down works fine  i m using fedora   with gnome on wayland ,510446.0
514951.0,JDT,UI,CLOSED,DUPLICATE,Annotate command doesn't work on a class's type parameter,2019-02-26 08:19:11,standard example     class optional  t   at position   it should be possible to add  nonnull as an external annotation ,471009.0
514969.0,Community,IPZilla,CLOSED,DUPLICATE,Cannot login to IPZilla anymore,2017-04-10 15:28:30,there has been four days left to change the password  i would like to login to ipzilla in front of changing my password  but i cannot login  so  i changed my password  now  after above two hours i still can t login to ipzilla   ipzilla suggest to login the  my profile  to force a sync  the login to  my profil  works as expected  but i am still not able to login to ipzilla   can you check that   is this similar to    ,514555.0
515014.0,Objectteams,OTJ,CLOSED,DUPLICATE,[otre] migrate dynamic weaver to ASM 5.2.0,2018-01-06 08:49:02,asm       is available in orion for oxygen    it would be possible to upgrade the version currently used to this one ,527086.0
515026.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] GridLayout does not work correctly for radio buttons,2017-04-27 11:17:39,created attachment   gtk warnings  if i place a radio button and another component next to each other in a grid layout the components will move in front of each other if i resize the component    im using             and the problem disappears if i set the environment variable      se attached files for details ,500703.0
515060.0,Platform,UI,CLOSED,DUPLICATE,Transform Ctrl+F8 into a filtered dialog,2017-04-12 11:30:33,similarly to what done in bug    we should add a filter to switch between perspectives,515052.0
515079.0,Platform,UI,CLOSED,DUPLICATE,"Add Window > Appearance > ""Lock the Toolbars"" menu item",2017-04-13 10:23:49,created attachment   image  proposed placement for the new menu item  i propose to add a  lock the toolbars  menu item  under the window   appearance menu    the menuitem should be hidden when the toolbar is hidden ,515253.0
515111.0,Papyrus,Diagram,CLOSED,DUPLICATE,[ActivityDiagram][InterruptibleActivityRegion] This node can not contains ActivityNodes,2017-08-31 03:22:58,none of the actions can be dropped in the interruptibleactivityregion ,521614.0
515123.0,Papyrus,Diagram,CLOSED,DUPLICATE,[ActivityDiagram][Constraint] Postcondition constraints are set to Precondition,2017-08-31 03:26:09,postcondition constraints are set to precondition on action   way to reproduce    create an action     drop a postconstraint from the palette to the action     the precondition of the action is set instead of the postcondition ,521628.0
515149.0,Papyrus,Diagram,CLOSED,DUPLICATE,[ActivityDiagram][PostCondition] PostCondition are not display,2017-08-31 03:26:36,when trying to display a postcondition in a diagram  drag   drop from model explorer is not possible and from the palette too ,521628.0
515222.0,JDT,Text,CLOSED,DUPLICATE,"[formatting][preferences] Project-specific formatter is ignored, global formatter is used instead",2018-04-13 07:26:18,we have both a custom global formatter profile and a custom formatter implementation used in our organization by default  today i needed to use different formatter settings for a project  so i quickly set up a project specific profile and changed the formatter implementation back to  eclipse built in  on the project specific formatter settings  but it was still using the global formatter  until i changed the global to the eclipse built in too  when formatter worked well with the project specific formatter profile   steps of reproduction      set a custom formatter implementation and formatter active profile in preferences   java   code style   formatter     select and right click a java project and enable project specific settings  then set a different formatter active profile and the  eclipse built in  formatter implementation on properties   java code style   formatter dialog  click apply   ok     open a  java file from the project with project specific formatter settings      try to format   the file and see that still the global formatter implementation is used  although we have selected eclipse built in,360711.0
515248.0,z_Archived,Recommenders,CLOSED,DUPLICATE,"What features are required to avoid the ""experiencing installation problems"" ?",2019-07-24 14:36:58,i have a custom oomph setup model  see   eclipse setup blob master org opendaylight projects setup    where   i added   features of recommenders features   today when i tried a fresh oxygen installation  the first ctrl space  blew up  with a  code recommenders installation problems  pop up   unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp  what am i missing   what features should i be adding to my set up model to completely avoid this jumping into the face of each user on first ctrl space ,513809.0
515262.0,Epsilon,Core,CLOSED,DUPLICATE,EvlValidator does not support multi-EPackage models,2020-04-18 15:12:33,see    ,418308.0
515349.0,CDT,cdt-codan,CLOSED,DUPLICATE,Internal Error (NPE) wit Code analysis,2017-04-17 16:35:21,following code will produce an internal error during code analysis  reproducable with neon   and oxygen    enum class eerror    async   success    struct cresultpair        eerror m main      eerror m subdevice       void setmain                m main   error            struct ccmdstate    constexpr unsigned char getstep  const      cresultpair updatetable     cresultpair hugi     ccmdstate state      eerror error   eerror  async       switch              default          if                              const auto res   updatetable               if                                 break                           else                       break                    no break        case                               return  error  eerror  success    ,513597.0
515446.0,Platform,Resources,CLOSED,DUPLICATE,FrameworkEvent ERROR - org.osgi.framework.BundleException: Could not resolve module: org.eclipse.userstorage,2017-04-20 10:49:39,what steps will reproduce the problem     installed mylyn version      mylyn builds               mylyn builds connector  hudson jenkins               mylyn builds sdk               mylyn context connector  eclipse ide               mylyn context connector  java development               mylyn task list               mylyn task focused interface               mylyn tasks connector  bugzilla               mylyn wikitext              run  help     check for updates     updated to     mylyn builds               mylyn builds connector  hudson jenkins               mylyn builds sdk               mylyn context connector  eclipse ide               mylyn context connector  java development               mylyn task list               mylyn task focused interface               mylyn tasks connector  bugzilla                 error details    date  wed apr         cest   message  frameworkevent error severity  error product  eclipse platform             plugin  org eclipse userstorage session data  eclipse buildid           java version       java vendor oracle corporation bootloader constants  os    arch    ws    nl en us framework arguments    showlocation command line arguments    os    ws    arch    showlocation  exception stack trace  org osgi framework bundleexception  could not resolve module  org eclipse userstorage       bundle was not resolved because of a uses contraint violation    org osgi service resolver resolutionexception  uses constraint violation  unable to resolve resource org eclipse userstorage  osgi identity  type  osgi bundle   version version              osgi identity  org eclipse userstorage   singleton   true   because it is exposed to package  org apache http  from resources org apache httpcomponents httpcore  osgi identity  type  osgi bundle   version version            osgi identity  org apache httpcomponents httpcore   and org apache httpcomponents httpcore  osgi identity  type  osgi bundle   version version              osgi identity  org apache httpcomponents httpcore   via two dependency chains   chain      org eclipse userstorage  osgi identity  type  osgi bundle   version version              osgi identity  org eclipse userstorage   singleton   true       require                    provide  osgi wiring bundle  org apache httpcomponents httpcore   org apache httpcomponents httpcore  osgi identity  type  osgi bundle   version version            osgi identity  org apache httpcomponents httpcore    chain      org eclipse userstorage  osgi identity  type  osgi bundle   version version              osgi identity  org eclipse userstorage   singleton   true       require                    provide  osgi wiring bundle  bundle version version            osgi wiring bundle  org apache httpcomponents httpclient    org apache httpcomponents httpclient  osgi identity  type  osgi bundle   version version            osgi identity  org apache httpcomponents httpclient       import                 export  osgi wiring package  org apache http protocol  uses  org apache http     export  osgi wiring package org apache http   org apache httpcomponents httpcore  osgi identity  type  osgi bundle   version version              osgi identity  org apache httpcomponents httpcore    at org eclipse osgi container module start   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel docontainerstartlevel   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi framework eventmgr eventmanager dispatchevent   at org eclipse osgi framework eventmgr eventmanager eventthread run ,513809.0
515458.0,Equinox,p2,CLOSED,DUPLICATE,[Dark Theme] Strange white space in InstallWizardPage from p2 installation dialog,2018-05-25 07:21:53,created attachment   screenshot  to test    select something to install via the help   install new software dialog check second page ,518494.0
515463.0,CDT,cdt-codan,CLOSED,DUPLICATE,"False positive ""No return, in function returning non-void""",2017-04-19 22:20:47,cdt          false positive  no return  in function returning non void  with this minimal example   int bar    int foo     for       if      return        ,377046.0
515479.0,Platform,UI,CLOSED,DUPLICATE,Avoid using deprecated junit.framework.Assert;,2017-04-23 16:12:27,we should use org junit assert ,515631.0
515488.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Autocompletion error,2019-07-24 14:37:00,created attachment   the error  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
515576.0,Platform,Text,CLOSED,DUPLICATE,[content assist] Asynchronous API doesn't support prefix completion,2018-06-14 07:41:32,in contentassistant when prefix completion property   is set to true then ca workflow goes to incrementalcomplete  method and this method is still using ui thread to compute proposals ,534395.0
515642.0,Platform,Releng,CLOSED,DUPLICATE,Test failures from I20170421-2000,2017-04-24 04:19:36,releng test testjavadoclogs is failing from     ,515620.0
515664.0,PDE,UI,CLOSED,DUPLICATE,Convert Preferences Wizard messes up line delimiter in plugin_customization.ini,2018-08-02 13:03:09,to recreate     import myproduct zip      import org eclipse   ui examples css rcp zip    add a comment in file plugin customization ini in folder org eclipse   ui examples css rcp org eclipse   ui examples css rcp    click on rcptest product    click convert preference and select test epf epf as sample preference file     select merge option  result   system default line delimiters are added to  plugin customization ini irrespective of line delimiter of plugin customization ini   expected result   the line delimiter of plugin customization ini should be used in the merged content too ,453955.0
515845.0,Community,IPZilla,CLOSED,DUPLICATE,Unable to log in,2017-04-26 10:17:28,i m unable to log into ipzilla using either my eclipse email password or eclipse username password ,514555.0
515985.0,JDT,Core,CLOSED,DUPLICATE,[9] Access to public method inherited from an inaccessible type,2017-08-03 12:46:05,jdt     rejects the following program  which javac accepts  i haven t yet looked at the rules behind this         m module info java module m   exports pm          m impl other java package impl  public class other       public void privatemethod             m pm   java package pm  import impl other  public class   extends other           o module info java module o   requires m          o po client java package po  import pm    public class client       void              one privatemethod      ecj  the method privatemethod  is undefined for the type               ,516196.0
516091.0,JDT,Debug,CLOSED,DUPLICATE,JDT conditional break point index out of bound,2017-05-03 05:53:47,created attachment   the code used to reproduce the issue  jdt throw string index out of range when debugger break point has a condition that contain thai text   step to reproduce     copy the attached code into existing java project     open class  debugerrorscenario     add break point to line  string txt   ทดสอบบัก       open view breakpoints    right click the break point and choose break point property    check conditionals option    paste this condition  txt contains   into text box    debug the code and error dialog will appear ,508105.0
516141.0,z_Archived,PlanetEclipse,CLOSED,DUPLICATE,Add my blog,2019-08-20 10:48:16,please  add my blog eclipsebrazil wordpress com,301747.0
516168.0,z_Archived,PDT,CLOSED,DUPLICATE," @see is marked with ""cannot be resolved to a type"" for methods",2020-05-14 11:25:10,eclipse           pdt          let s assume we have this code     php abstract class a       abstract public function f      class b extends a                    inheritdoc                 see a  f              public function f                  pdt reports a warning on the line     see a  f   saying   a  f  cannot be resolved to a type ,515893.0
516349.0,Equinox,Launcher,CLOSED,DUPLICATE,[Mac] Cannot Restart on Java 9-ea builds (NoClassDefFoundError: javax/annotation/PostConstruct),2017-09-15 09:42:40,copied from bug   comment     with bug   fixed  launching with java   works now out of the box  but now restarting fails with  java lang noclassdeffounderror  javax annotation postconstruct   this already used to work  if eclipse ini had a manually added    add modules java se ee       ,517507.0
516480.0,Platform,SWT,CLOSED,DUPLICATE,[I18N][GTK] KeyDown event with problematic values on Russian layout,2018-01-05 04:04:11,when running following example on ubuntu     with the german or english keyboard layout and pressing ctrl c  following is printed to console   event character     event keycode      having switched to the russian keyboard layout  it becomes impossible to detect ctrl c because following is sent   event character     event keycode    ,61190.0
516539.0,Platform,SWT,CLOSED,DUPLICATE,[Win32][Dark Theme] Combo does not allow to set the background color,2017-06-22 16:37:24,created attachment   screenshot  see screenshot,508634.0
516600.0,Platform,SWT,CLOSED,DUPLICATE,Test failures in I20170512-0500,2017-05-22 05:54:17,there are   test failures in swt on linux    this is due to unavailability of browser for   configuration on the test machine   updated bug   to get necessary tools installed,515485.0
516698.0,EMF,Core,CLOSED,DUPLICATE,Missing validation diagnostic for repeated EAnnotation.source,2017-08-22 06:59:40,if a    genmodel eannotation is duplicated  the genmodel conversion ignores all but the first  very plausible but potentially ignoring model content   since genmodel  malfunctions  for multiple eannotation source  surely there should be an emf validation diagnostic when validating the following     xml version       encoding  utf       ecore epackage xmi version       xmlns xmi     xmlns xsi     org   xmlschema instance      xmlns ecore     ecore  name  my  nsuri     nsprefix  my      eclassifiers xsi type  ecore eclass  name  doctest        eoperations name  testjava  lowerbound     etype  ecore edatatype    ecore   eint          eannotations source     genmodel            details key  documentation  value  java documentation            eannotations         eannotations source     genmodel            details key  body  value  return               eannotations        eoperations      eclassifiers    ecore epackage ,418619.0
516702.0,JDT,Core,CLOSED,DUPLICATE,Mars Java compiler fails to infer type arguments,2017-05-16 06:44:41,i have the following method shouldworkbutfails compiling without problems in eclipse       and javac         however it fails in eclipse             void shouldworkbutfails            list entry integer  integer   entries   new arraylist             collections sort           error message  the type of getvalue  from the type map entry integer integer  is integer  this is incompatible with the descriptor s return type  comparable   super comparable   super u      i found the following workaround which are accepted by eclipse             void              list entry integer  integer   entries   new arraylist             collections sort               void              list entry integer  integer   entries   new arraylist             comparator entry integer  integer   comparator   comparator comparing           collections sort            the type of getvalue  from the type map entry integer integer  is integer  this is incompatible with the descriptor s return type  comparable   super comparable   super u  ,510111.0
516751.0,OCL,Core,RESOLVED,DUPLICATE,[cg] CSE re-use,2021-08-15 03:13:51,the commonsubexpressioneliminator is difficult to understand and requires custom place classes for each distinct interesting cg node  it cannot be re used for as as perhaps required for qvtr override altewrntor optimization   suggest restructuring as queries on a small number of predicate queries to be implemented by interesting cg as     nodes  whether the implementation is by mix in helper visitor should be a free implementation choice ,575412.0
516822.0,Community,Gerrit,CLOSED,DUPLICATE,Can't sign into Gerrit,2017-05-18 08:40:53,created attachment   signin problem  i created an eclipse account a few days ago  but i am unable to sign into gerrit   username  mikael ferland ericsson com  thanks ,516692.0
516830.0,JDT,UI,CLOSED,DUPLICATE,Convert to anonymous inner class to lambda removes comments,2017-05-18 04:31:07,if i convert certain anonymous inner classes to lambda via the quick fix  comments are not preserved   example with an swt button  button addselectionlistener        override    public void widgetselected        job create          override      public void run  throws coreexception            do something long running                        if you want to update the ui       system out println                 schedule                results in   loadtabledatabutton addselectionlistener        override    public void widgetselected        job create  monitor    system out println   schedule           ,424266.0
516844.0,JDT,Core,CLOSED,DUPLICATE,Use StringBuilder instead of StringBuffer in jdt.core for non-test code,2021-07-19 06:02:20,    this bug was initially created as a clone of bug         see    difference between stringbuilder and stringbuffer  unless we use stringbuffer in api or have a good reason  i suggest to change to stringbuilder ,574532.0
516904.0,Sirius,Core,CLOSED,DUPLICATE,Validation should use target platform,2017-06-13 02:28:01,when i create a odesign which references an icon which is defined inb a dependent plugin  even if this plugin is defined as a required bundle and is available in the target platform  sirius generates a validation issue  to reproduce use the attached project ,516903.0
516942.0,USSSDK,General,CLOSED,DUPLICATE,Missing icon in toolbar contribution,2017-05-25 09:56:46,created attachment   screenshot  version  oxygen release milestone      icon is not shown in uss marketplace menu,512289.0
516982.0,Papyrus,Diagram,CLOSED,DUPLICATE,[Diagram][sequence] remove warning on message,2017-05-30 07:45:42,openjdk   bit server vm   warning  nls missing message  diagramspreferencepage notificationgroup label in  custom messages warning  nls missing message  diagramspreferencepage executionspecificationwithsyncmsg label in  custom messages warning  nls missing message  diagramspreferencepage executionspecificationwithasyncmsg label in  custom messages warning  nls missing message  diagramspreferencepage createbehaviorexecutionspecification in  custom messages warning  nls missing message  diagramspreferencepage createactionexecutionspecification in  custom messages warning  nls missing message  diagramspreferencepage createnoexecutionspecification in  custom messages warning  nls missing message  pref execution specification sync msg in  custom messages warning  nls missing message  pref execution specification async msg in  custom messages,517077.0
517037.0,JDT,Core,CLOSED,DUPLICATE,[9][model] Need to distinguish between source and binary modules in order to support annotations in module-info,2018-01-16 16:43:57,from bug   comment    for supporting annotations in module info  we ll need to distinguish isourcemodule vs  ibinarymodule  in analogy to isourcetype vs  ibinarytype  see how the former has iannotation   where the latter has ibinaryannotation    classfmt moduleinfo doesn t yet support annotations ,507109.0
517311.0,Platform,SWT,CLOSED,DUPLICATE,Two finger gesture works only vertically,2020-05-01 16:21:27,using two finger scrolling on a touchpad worky only vertically   using two fingers for horizontal scrolling has no effect    it would be nice  if there would be some support for other touch gesture   as well ,205137.0
517352.0,Platform,SWT,CLOSED,DUPLICATE,[win32] Test failures seen on Windows with I20170528-2000,2017-05-30 05:18:17,  test failures reported on windows with latest eclipse i build             testresults html org eclipse swt   unit         html,517355.0
517390.0,z_Archived,Nebula,CLOSED,DUPLICATE,Increase version of BREE for visualization,2021-07-05 11:39:29,approved for        dev   html,517373.0
517444.0,Target Management,Terminal,CLOSED,DUPLICATE,Show in Local doesn't remember path,2017-05-30 13:10:53,when i do a show in local terminal    then restart the workspace  when i click on the terminal view and the local terminal reopens  it reopens in my home directory  not the directory it originally opened into  i assume this means that path isn t persisted or if it is  it s not used when opening the terminal   it should reopen in the directory we originally launched it into ,460495.0
517530.0,Community,Project Management & Portal,CLOSED,DUPLICATE,Platform project page is outdated,2019-07-03 15:05:21,the latest releases section of the eclipse platform page is outdated      ,454939.0
517634.0,CDT,cdt-parser,CLOSED,DUPLICATE,Freestanding comment after an ifndef-preprocessor statement appears twice in the comments array,2017-06-01 17:16:20,the     commi    comment in the example below is included two times in the array of all comments of a translationunit   the second instance appears directly after the first one  they represent the same content but are different instances   example   int main     ifndef hello     commi     int i           ,489752.0
517695.0,Platform,UI,CLOSED,DUPLICATE,Provide explicit wizards for exporting and importing Bookmarks and Tasks,2019-09-30 04:02:53,currently there is no way of taking your bookmarks with you to a new workspace  this enhancement is to provide an export wizard to save bookmarks to a file and an import wizard to read from a file and populate a workspace with bookmarks  the same could be performed for tasks   the bookmarks view is available via window   show view   other      general   bookmarks the tasks view is available via window   show view   other      general   tasks  the wizard entry points could be     file   import   general   bookmarks and tasks   file   export   general   bookmarks and tasks  related    bug      workbenchlauncher  allow to copy settings from another workspace from launcher,357062.0
517775.0,Platform,UI,CLOSED,DUPLICATE,Wrong rendering of Toolbar in E4 PartStack,2020-06-10 09:25:23,created attachment   image displaying the rendering problem  during the development of a demo  i realized the part stack renderer does a bad rendering for part tool controls ,471313.0
517805.0,Papyrus-rt,tool,RESOLVED,DUPLICATE,"[Tooling, State Machine] Invalid placement of initial nodes in a new StateMachine diagram",2017-07-04 13:39:19,observed while working on bug        i noticed that new rt statemachines are not properly created  the initial state and state are too high and not fully visible  moreover  the initial state can t be selected    once it has been selected moved via alternative ways    it becomes properly selectable movable ,506265.0
517850.0,Papyrus,Diagram,RESOLVED,DUPLICATE,[Class diagram] Template Binding uses non-standard notation,2017-07-25 04:26:07,build identifier    the notation for a template binding relationship should be a dashed line with an open arrow head  currently  the notation is that of a generalization relationship   in addition  parameter substitutions should be shown with a preceding   bind   keyword which is not the case right now    reproducible  always,468626.0
517890.0,Community,Dashboard,CLOSED,DUPLICATE,Mailing list stats are inaccurate and not up-to-date,2017-12-14 13:39:39,the stats for mailing lists seem broken since end of march   – see     goto  ,525475.0
517930.0,Virgo,tooling,CLOSED,DUPLICATE,Tooling does not update correctly repository configuration on Windows,2017-10-25 14:32:37,since       release the tooling supports development using pde and can create a target platform definition automatically that contains the virgo server repository folders   as part of the above  the virgo tools also allow users to edit the repository configuration file to add additional folders or remove existing folders   on windows  the editing of the repository configuration file may result in wrong paths because absolute paths and unit letters are not always handled correctly ,526432.0
518058.0,ECP,EMF Forms,CLOSED,DUPLICATE,Fix table model feature name,2017-06-22 11:27:48,there s a feature that appears as  feature incl  sources  in the install wizard  the description is  emf forms model for tables  this feature also contains the swt renderer for this model element   ,512422.0
518106.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Xtext HIPP Help,2017-06-12 05:57:15,can not access our hipp     tried to restart  but it doesn t help ,517029.0
518112.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Kura HIPP Help,2017-06-12 05:53:55,hello  the kura hipp is unavailable  i ve tried restarting it without luck   regards    cristiano,517029.0
518113.0,CDT,cdt-core,CLOSED,DUPLICATE,format error for marco,2019-04-14 02:57:12,this is my test it will fail      define macro empty       do        while      define macro multi       do           addr                addr             while         int main         macro empty        macro multi              define macro empty       do        while      define macro multi       do           addr                addr             while         int main           macro empty          macro multi         public void    throws exception     foptions put     assertformatterresult     ,475349.0
518115.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Trace Compass HIPP cannot be reached,2017-06-12 07:07:56,hi  i m try to connect with my browser to the trace compass hipp     but it s not connecting  it seems that the hipp is not accessible right now   could you please look into this   thanks bernd        ,517029.0
518127.0,Orion,Node,CLOSED,DUPLICATE,Add cache control for error responses,2017-07-19 15:03:57,cache control for file related responses were fixed  now need to fix for all the other responses  especially errors,518971.0
518211.0,CDT,cdt-indexer,CLOSED,DUPLICATE,Code completion for std::unique_ptr under gcc 7.1.1,2017-06-14 03:02:39,when gcc       is installed     memory  header seems not to be parsed correctly  as result code completion for std  unique ptr does not work as expected    include  memory   class foo   public    void bar         int main      std  unique ptr foo  p    p                    expected combobox with bar  symbol  but it is empty    std  auto ptr   and std  shared ptr works as expected   problem is definition of type std  unique ptr  pointer which is now much more complicated then before  so that pointer type cannot be evaluated ,516338.0
518216.0,Community,Git,CLOSED,DUPLICATE,Broken links on git.eclipse.org/c,2017-06-14 06:01:32,the links to various projects on git eclipse org c are broken   for example  the first project s link is         injected by wvs org eclipse cdt old git diff   cdt home developer featurespec     contentassist html   modeler org eclipse   modeler git cbi org eclipse cbi maven plugins git babel server git aether aether demo git aether aether update site git acceleo org eclipse acceleo git actf org eclipse actf visualization git chemclipse org eclipse chemclipse baselinedetec git amalgam org eclipse amalgam git cdo cdo infrastructure git amp org eclipse amp git cdo cdo git bpmnmodeler  git amp org eclipse amp git dltk org eclipse dltk ruby git chemclipse org eclipse chemclipse mzmlconverter git buckminster buckminster git   org eclipse   forte git ,453438.0
518281.0,JDT,Core,RESOLVED,DUPLICATE,[9] Automatic modules not recognized in module-info for external jars,2017-06-15 04:41:44,steps      added external jar to the build path     edited  classpath to define it as automatic module    adding requires in module info java gives compilation error  adding workspace jar is recognized,518280.0
518285.0,z_Archived,PDT,CLOSED,DUPLICATE,Unused depencencies detection and PHPDoc,2020-05-14 11:25:35,consider this code     php  use doctrine orm mapping as orm           orm entity     orm table      class myentity       since the orm import is used in phpdoc only  pdt tells me that  the import doctrine orm mapping is never used    it would be nice to have a way to tell pdt to look for type usage in phpdoc too   ,517368.0
518480.0,z_Archived,PDT,CLOSED,DUPLICATE,[Formatter] Some bugs in CodeFormatterVisitor,2020-05-14 11:23:52,    indent empty lines  doesn t work  for example    php namespace name        class test            public             public              public function func                echo                             echo                                enabled  indent empty lines   all indentation should be removed for empty lines    disabled  indent empty lines   all empty lines should be indented      see code    php  class test        public function func            if                 foreach                     if                                operation  getinitialpackage   equals        uninstall                                operation  getjobtype      operation  getpackage   equals                          continue                                                           trigger some formats  the code will be formatted back and forth ,427031.0
518494.0,Equinox,p2,CLOSED,DUPLICATE,[Dark Theme] Second page of p2 installation dialog show white artifacts,2018-06-26 15:24:04,created attachment   screenshot  see screenshot ,533425.0
518579.0,4DIAC,General,CLOSED,DUPLICATE,Watching Adapter connections only partially work,2017-07-11 05:25:58,when watching a adapter connection  only one end can be watched  the other end shows only n a   n a on inputs and outputs  in addition even the side which does not show n a   n a only the input side   shows the correct value  e g   watches added  first socket then plug socketadapter show a     b     and plugadapter shows a n a   b n a if now both watches are deleted and added in the other order   the plug shows a correct and a   zero value  socketadapter show a n a   b n a   and plugadapter shows a     b  ,489307.0
518606.0,Equinox,p2,CLOSED,DUPLICATE,Compile error in p2 FilterTest due to new method getProperties in ServiceReference,2017-06-22 03:04:46,commit   added a new method for servicereference in rt equinox framework which cases a compile error in filtertest in     i upload a patch for   which makes the test compile and pass locally  not sure if that is the correct solution   ,518587.0
518693.0,z_Archived,m2e,CLOSED,DUPLICATE,Update Java 9 detection in AbstractJavaProjectConfigurator,2021-04-19 13:23:47,thanks to jep          has been replaced by     ,471362.0
518715.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Replace deprecated gdk_screen_height(),2018-09-21 15:03:22,the function gdk screen height  is deprecated as of     ,518716.0
518721.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Replace deprecated gdk_window_process_all_updates(),2018-01-15 14:50:42,the function gdk window process all updates  is deprecated ,529749.0
518722.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Replace deprecated gdk_window_process_updates(),2018-01-15 14:50:48,the function gdk window process updates  is deprecated ,529749.0
518726.0,CDT,cdt-indexer,CLOSED,DUPLICATE,PDOMNodes are not being removed from BTree,2017-09-20 23:30:04,   place a breakpoint in btree insert and btree delete    add a function definition to a source file  for example  main cpp   void foo           save the file  you should hit the insert bp a few times  one time is to add the pdomnode to the linkage     remove the function definition  save  you should  not  hit the btree delete bp  except for unrelated database properties     for extra illustration  open the c c   index view and click the  show externally defined symbols   you will see the foo function there    this means that the btrees containing pdomnodes keep growing ,154563.0
518778.0,Tracecompass,LTTng,RESOLVED,DUPLICATE,Hide empty Views categories,2017-06-27 04:02:42,some views entries in the project explorer are always empty for me and just plain confusing  what is  active thread  e g   or  context switch   the help is short  but fails to tell me why i cannot visualize it  note how the trace contains all kernel events  and the timeline works just fine  so why can t i visualize the active thread or context switch  ,518777.0
518872.0,Platform,Releng,CLOSED,DUPLICATE,Produce readme for 4.8,2018-05-24 13:03:22,for more details on the readme see bug   ,534459.0
518942.0,Platform,SWT,CLOSED,DUPLICATE,[Win32] Directory Dialog doesn't scroll to the filter path set.,2018-05-17 10:23:01,my directory dialog code      display getdefault  syncexec          shell shell   new shell   swt no trim   swt primary modal      shell setsize      shell open       directorydialog directorydialog   new directorydialog      directorydialog setfilterpath      directorydialog setmessage      directorydialog settext       shell forceactive      shell setactive      shell setimage       if          shell setminimized       shell setminimized           favoriteparentfolder   directorydialog open      shell dispose           my issue is    lets mypath    c   username  desktop  z folder   i have  a folder    b folder       inside desktop    the directory dialog view  doesn t show z folder as my selection  i am required to scroll down to see ,443250.0
518944.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Jenkins instance for N4JS builds,2017-06-29 07:28:29,hi    we would like to get an jenkins instance in order to build the   project        please contact if more information is required   thanks in advance   torsten ,518943.0
519000.0,CDT,cdt-editor,CLOSED,DUPLICATE,ctrl + click not working,2017-06-30 09:56:11,steps  keep ctrl pressed and hover a variable type or header inclusion the respective text does not turn itself into a link clicking does not go to definition   works in all scenarios described above,517610.0
519061.0,CDT,cdt-editor,CLOSED,DUPLICATE,Autocompletion doesn't offer 'long' keyword.,2017-07-02 23:51:39,steps to reproduce     type  lon     press  ctrl space  to trigger autocomplete  we ll see the macroses and longjmp function  but not the long keyword  screenshot s attached   note  i don t see version       here for cdt  marked as        but actual is        ,397296.0
519087.0,Community,Gerrit,CLOSED,DUPLICATE,gerrit internal server errors,2017-07-03 05:00:11,   gives   internal server error or takes very long to load for me since this morning,519030.0
519172.0,JDT,UI,CLOSED,DUPLICATE,[type hierarchy] Compute Type Hierarchy locks up UI,2017-07-17 10:36:01,oxygen  aargh  i just did   on object rather than a surrounding class  eclipse ui hangs   surely type hierarchy should be computed on a worker thread and or there should be some abort capability ,508287.0
