,Bug_ID,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids
474,560277,Platform,UI,NEW,,[Project explorer] Hierarchical layout - resources in active Working Set should remain visible,2020-02-18T13:40:19Z,created attachment   minimal sample workspace  the hierarchical layout in project explorer does not work together with working sets   for example  when i click i  select working set     and pick the nice new option  java main sources  then the project explorer view will go completely blank   the attached image   working set options against   presentation views   deselect working set  is the only ws option that seems usable with  hierarchical view      the minimal sample workspace i will attach is like     repo checkout     parent of java components       java project a     parent of native components  this mirrors my real world workspace containing high level directories for gradle   and cmake   parts of the build   i imagine hierarchical layout probably works fine for simple single project checkouts  however with multiple   project hierarchies  my experience is that working sets become necessary  and the hierarchical layout becomes unusable   i think the basic expectation is      if a resource is present in the active working set  it should    still be shown in the project explorer tree   maybe it can be implemented by modifying the existing filter  nested projects  hide top level project if shown as nested       details      eclipse sdk            windows     bit  related  bug    bug    possibly related  bug    bug      bug  ,
475,468120,TMF,Xtext Errors,RESOLVED,FIXED,NoClassDefFoundError in ClassFileBasedOpenerContributor.collectSourceFileOpeners (50),2015-05-24T03:59:59Z,the following incident was reported via the automated error reporting        code                          plugin                  org eclipse               message                 unhandled event loop exception     fingerprint                   exception class         org eclipse swt swtexception     exception message       failed to execute runnable       number of children                 org eclipse swt swtexception  failed to execute runnable       at org eclipse swt swt error      at org eclipse swt swt error      at org eclipse swt widgets synchronizer runasyncmessages      at org eclipse swt widgets display runasyncmessages      at org eclipse swt widgets display readanddispatch      at org eclipse   ui internal workbench swt partrenderingengine   run      at org eclipse core databinding observable realm runwithdefault      at org eclipse   ui internal workbench swt partrenderingengine run      at org eclipse   ui internal workbench   createandrunui      at org eclipse ui internal workbench   run      at org eclipse core databinding observable realm runwithdefault      at org eclipse ui internal workbench createandrunworkbench      at org eclipse ui platformui createandrunworkbench      at org eclipse ui internal ide application ideapplication start      at org eclipse equinox internal app eclipseapphandle run      at org eclipse core runtime internal adaptor eclipseapplauncher runapplication      at org eclipse core runtime internal adaptor eclipseapplauncher start      at org eclipse core runtime adaptor eclipsestarter run      at org eclipse core runtime adaptor eclipsestarter run      at sun reflect nativemethodaccessorimpl        at sun reflect nativemethodaccessorimpl invoke      at sun reflect delegatingmethodaccessorimpl invoke      at java lang reflect method invoke      at org eclipse equinox launcher main invokeframework      at org eclipse equinox launcher main basicrun      at org eclipse equinox launcher main run  caused by  java lang noclassdeffounderror  org eclipse jdt internal ui javaeditor iclassfileeditorinput     at org eclipse xtext builder trace classfilebasedopenercontributor collectsourcefileopeners      at org eclipse xtext ui shared internal opensourcefilepropertytester canopensourcefile      at org eclipse xtext ui shared internal opensourcefilepropertytester test      at org eclipse core internal expressions property test      at org eclipse core internal expressions testexpression evaluate      at org eclipse core internal expressions compositeexpression evaluateand      at org eclipse core internal expressions withexpression evaluate      at org eclipse   ui internal workbench contributionsanalyzer isvisible      at org eclipse   ui workbench renderers swt contributionrecord computevisibility      at org eclipse   ui workbench renderers swt contributionrecord updatevisibility      at org eclipse   ui workbench renderers swt menumanagerrendererfilter updateelementvisibility      at org eclipse   ui workbench renderers swt menumanagerrendererfilter updateelementvisibility      at org eclipse ui internal workbenchwindow   run      at org eclipse swt widgets runnablelock run      at org eclipse swt widgets synchronizer runasyncmessages      at org eclipse swt widgets display runasyncmessages      at org eclipse swt widgets display readanddispatch      at org eclipse   ui internal workbench swt partrenderingengine   run      at org eclipse core databinding observable realm runwithdefault      at org eclipse   ui internal workbench swt partrenderingengine run      at org eclipse   ui internal workbench   createandrunui      at org eclipse ui internal workbench   run      at org eclipse core databinding observable realm runwithdefault      at org eclipse ui internal workbench createandrunworkbench      at org eclipse ui platformui createandrunworkbench      at org eclipse ui internal ide application ideapplication start      at org eclipse equinox internal app eclipseapphandle run      at org eclipse core runtime internal adaptor eclipseapplauncher runapplication      at org eclipse core runtime internal adaptor eclipseapplauncher start      at org eclipse core runtime adaptor eclipsestarter run      at org eclipse core runtime adaptor eclipsestarter run      at sun reflect nativemethodaccessorimpl        at sun reflect nativemethodaccessorimpl invoke      at sun reflect delegatingmethodaccessorimpl invoke      at java lang reflect method invoke      at org eclipse equinox launcher main invokeframework      at org eclipse equinox launcher main basicrun      at org eclipse equinox launcher main run          general information       reported by            anonymous id                    eclipse build id                eclipse product   org eclipse epp package cpp product     operating system                    jre version             ea    the following plug ins were present on the execution stack           org eclipse core databinding                  org eclipse core                  org eclipse core                  org eclipse core                  org eclipse   ui                  org eclipse   ui workbench renderers                  org eclipse   ui workbench                  org eclipse equinox                  org eclipse equinox                  org eclipse                  org eclipse                  org eclipse ui ide                  org eclipse ui                  org eclipse xtext                org eclipse                org eclipse xtext ui                org eclipse xtext          please note that    messages  stacktraces  and nested status objects may be shortened    bug fields like status  resolution  and whiteboard are sent   back to reporters    the list of present bundles and their respective versions was   calculated by package naming heuristics  this may or may not reflect reality   other resources    report     problems       manual     guide   thank you for your assistance  your friendly error reports inbox ,
476,484506,Platform,UI,RESOLVED,FIXED,Form widgets trying to use disposed colors when switching themes,2015-12-16T17:00:43Z,if i try to switch theme to dark and back to gtk i get multiples of this stack trace indicating that some forms colors are disposed inproperly  java lang illegalargumentexception  argument not valid  at org eclipse swt swt error   at org eclipse swt swt error   at org eclipse swt swt error   at org eclipse swt graphics gc setforeground   at org eclipse ui internal forms widgets formheading onpaint   at org eclipse ui internal forms widgets formheading access     at org eclipse ui internal forms widgets formheading   handleevent   at org eclipse swt widgets eventtable sendevent   at org eclipse swt widgets display sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets control gtk expose event   at org eclipse swt widgets composite gtk expose event   at org eclipse swt widgets canvas gtk expose event   at org eclipse swt widgets widget windowproc   at org eclipse swt widgets control windowproc   at org eclipse swt widgets display windowproc   at org eclipse swt internal gtk os  gtk main do event   at org eclipse swt internal gtk os gtk main do event   at org eclipse swt widgets display eventproc   at org eclipse swt internal gtk os  gdk window process all updates   at org eclipse swt internal gtk os gdk window process all updates   at org eclipse swt widgets display update   at org eclipse jface window window runeventloop   at org eclipse jface window window open   at org eclipse ui internal dialogs workbenchpreferencedialog open   at org eclipse ui internal openpreferencesaction run   at org eclipse jface action action runwithevent   at org eclipse jface action actioncontributionitem handlewidgetselection   at org eclipse jface action actioncontributionitem lambda     at org eclipse jface action actioncontributionitem  lambda     handleevent   at org eclipse swt widgets eventtable sendevent   at org eclipse swt widgets display sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets display rundeferredevents   at org eclipse swt widgets display readanddispatch   at org eclipse   ui internal workbench swt partrenderingengine   run   at org eclipse core databinding observable realm runwithdefault   at org eclipse   ui internal workbench swt partrenderingengine run   at org eclipse   ui internal workbench   createandrunui   at org eclipse ui internal workbench   run   at org eclipse core databinding observable realm runwithdefault   at org eclipse ui internal workbench createandrunworkbench   at org eclipse ui platformui createandrunworkbench   at org eclipse ui internal ide application ideapplication start       i am running neon    and i have pde manifest editor editor open when i do that,
477,509083,Platform,UI,CLOSED,WONTFIX,User interface corrupted after session on Wayland (StackOverflowError),2016-12-12T14:40:10Z,created attachment   see bug description  i tried eclipse in a gnome wayland session  but i decided to close eclipse without working in it and want back to gnome on    but now the taskbar is different and i get event stack overflow exceptions  i figured out that i can get the layout back by deleting  metadata  plugins org eclipse   workbench workbench xmi before starting eclipse  but when i exit and start it again  the layout is broken again   in the zip file   broken png   toolbar lost most of its sections and buttons  correct png   toolbar restored mostly after deleting workbench xmi   cannot move second toolbar left and perspective toolbar completely missing and not able to get it back  first start xmi   workbench xmi regenerated after starting eclipse with workbench xmi deleted    first start xmi   workbench xmi regenerated after starting eclipse with workbench xmi deleted    stackoverlow log   log when trying to change theme  what is more  even though deleting workbench xmi improves the layout  the problem is not linked to a workspace  even though i only opened one of my workspaces in gnome on wayland  all workspaces look the same   even if i delete  metadata folder completely   resetting perspective does not help  changing theme in preferences   general   appearance   theme does not help either  even switching theme off completely does not work  if i attempt to change the theme to another option  i get a stackoverflow exception with the option to exit the workbench  the log is attached ,
478,466075,Platform,UI,RESOLVED,FIXED,[CSS] Not possible to style the same preference node via IEclipsePreferences#id from different plug-ins,2015-05-01T13:32:20Z,if in two css files imported by org eclipse   ui css swt theme extension point  same bundle id will be used    only last will be imported properly   problem  pdt keeps semantic highlighting preferences    in own preference space    if adopter will want support dark theme and register own preferencestyle for same bundle id  previous will be ignored     file    ieclipsepreferences org eclipse php ui     preferences    original preference for dark    file    ieclipsepreferences org eclipse php ui     preferences   additional preferences   ,
479,421021,Community,Project Management & Portal,RESOLVED,WONTFIX,"[pmi] ""Back"" button doesn't function correctly on CQ ""Contribution"" page",2013-11-04T20:45:02Z,when creating a new cq using the pmi        select  contribution of code to be maintained at eclipse org  and click  continue      click  back  button  the user ends up on a  review the information     page that is similar to what you d get if you d clicked  continue   but with no information   at this point  you could presumably click  finish  and be greeted with an error  i m not going to take that last step at this point ,
480,525468,Lyo,ReleaseEngineering,CLOSED,FIXED,Convert the Lyo Hudson instance to a Jenkins instance,2017-10-02T17:06:55Z,,
481,527514,Sirius,Diagram,NEW,,Freeze when exporting diagrams as BMP,2017-11-20T16:06:11Z,created attachment   project to reproduce  the bmp export of some diagram freeze the bundle in an endless loop  steps to reproduce      import the attached project    open the only diagram    click on export button on tabbar    choose to export as bmp    launch export   then the bundle freeze   the problem is located in org eclipse swt internal image winbmpfileformat unloaddatanocompression    the line int linesperbuf       bmpbpl produce   as result because bmpbpl is     so the loop for   can never increment y leading to an infinite loop ,
482,500904,WTP Source Editing,wst.xml,RESOLVED,WONTFIX,default XML Editor tab,2016-09-06T09:50:53Z,hi  it would be great if window   preferences   xml   xml files   editor would allow to set default xml editor tab i e  design or sources   kind regards   jk,
483,564397,JDT,UI,ASSIGNED,,provide a dead/unused code detector for non-private code,2020-06-18T06:59:29Z,jdt provides unused code detection for private methods and fields  however  afaik there no build in detection for unused code that is protected or private  having detection for dead unused code would be really beneficial  for instance  eclipse platform ui has dozens of unused internal classes     ucdetector     is an eclipse plugin that provides such kind of analysis already  though its maintenance seems low  it heavily depends on functionality provided by eclipse  though  some integration could be better  such as able to distinguish between exported and not exported packages        ,
484,541872,CDT,cdt-source-nav,NEW,,No references on members referenced by brace initialization,2018-12-04T05:09:46Z,struct foo     int field      int main      foo a        return        if you do find references on  field   nothing is found  it would be neat if it did ,
485,423089,z_Archived,PDT,CLOSED,FIXED,Broken formatter with non-PHPDoc tags,2013-12-03T19:18:33Z,code formatting doesn t work  when there are non phpdoc tags   example                   var integer                orm column          orm id          orm generatedvalue              protected  id   gets formatted into                 var integer  orm column            orm id            orm generatedvalue        protected  id ,
486,351410,JDT,UI,ASSIGNED,,"[rename] Renaming a ""getName"" method takes ages to complete ""checking preconditions"" phase...",2011-07-07T09:25:58Z,steps to repro    create a java project    create the following class in it   package a   public class myclass     public string getname         return null            try to refactor getname  method name to getsomething   observed behaviour the  checking preconditions  phase takes tens of seconds to complete in the test project in an almost empty workspace  using a real world project in a workspace with about   open projects  it takes ages    the problems seems to rely on the name of the method  which is  getname    if the name is something else  the  checking precondition  phase is slow  but succeeds within some tens of seconds even in the huge workspace case   expected behaviour i don t know what the  checking preconditions  phase does  but if getname  is public and myclass is in a project which is not referenced by any other project  i think the refactoring process should be almost instantaneous  especially because the test project is made up of just myclass class    in a real world case i would expect it to terminate quickly anyway   ,
487,488642,JDT,Core,VERIFIED,FIXED,[formatter] IOOBE with block comment inside anonymous class,2016-02-28T09:32:23Z,created attachment   sample source  comments in an anonymous subclass causes an indexoutofboundsexception when saving the source  see the attached sample source  if you remove the commented part it saves without problems   here is the full stack trace   java lang indexoutofboundsexception  index     size     at java util arraylist rangecheck   at java util arraylist get   at org eclipse jdt internal formatter tokenmanager get   at org eclipse jdt internal formatter tokenmanager findfirsttokeninline   at org eclipse jdt internal formatter tokenmanager findfirsttokeninline   at org eclipse jdt internal formatter texteditsbuilder bufferindent   at org eclipse jdt internal formatter texteditsbuilder bufferlineseparator   at org eclipse jdt internal formatter texteditsbuilder bufferwhitespacebefore   at org eclipse jdt internal formatter texteditsbuilder token   at org eclipse jdt internal formatter tokentraverser traverse   at org eclipse jdt internal formatter texteditsbuilder traverseinternalstructure   at org eclipse jdt internal formatter texteditsbuilder handlemultilinecomment   at org eclipse jdt internal formatter texteditsbuilder token   at org eclipse jdt internal formatter tokentraverser traverse   at org eclipse jdt internal formatter tokenmanager traverse   at org eclipse jdt internal formatter defaultcodeformatter format   at org eclipse jdt internal formatter defaultcodeformatter format   at org eclipse jdt internal corext util codeformatterutil reformat   at org eclipse jdt internal corext util codeformatterutil reformat   at org eclipse jdt internal corext fix codeformatfix createcleanup   at org eclipse jdt internal ui fix codeformatcleanup createfix   at org eclipse jdt internal corext fix cleanuprefactoring calculatechange   at org eclipse jdt internal corext fix cleanuppostsavelistener saved   at org eclipse jdt internal ui javaeditor compilationunitdocumentprovider   run   at org eclipse core runtime saferunner run   at org eclipse jdt internal ui javaeditor compilationunitdocumentprovider notifypostsavelisteners   at org eclipse jdt internal ui javaeditor compilationunitdocumentprovider commitworkingcopy   at org eclipse jdt internal ui javaeditor compilationunitdocumentprovider   execute   at org eclipse ui editors text textfiledocumentprovider documentprovideroperation run   at org eclipse ui actions workspacemodifydelegatingoperation execute   at org eclipse ui actions workspacemodifyoperation   run   at org eclipse core internal resources workspace run   at org eclipse ui actions workspacemodifyoperation run   at org eclipse ui internal editors text workspaceoperationrunner run   at org eclipse ui internal editors text workspaceoperationrunner run   at org eclipse ui editors text textfiledocumentprovider executeoperation   at org eclipse ui editors text textfiledocumentprovider savedocument   at org eclipse ui texteditor abstracttexteditor performsave   at org eclipse jdt internal ui javaeditor compilationuniteditor performsave   at org eclipse jdt internal ui javaeditor compilationuniteditor dosave   at org eclipse ui texteditor abstracttexteditor texteditorsavable dosave   at org eclipse ui saveable dosave   at org eclipse ui internal saveablehelper dosavemodel   at org eclipse ui internal saveablehelper   run   at org eclipse ui internal saveablehelper   run   at org eclipse jface operation modalcontext runincurrentthread   at org eclipse jface operation modalcontext run   at org eclipse ui internal workbenchwindow   run   at org eclipse swt custom busyindicator showwhile   at org eclipse ui internal workbenchwindow run   at org eclipse ui internal saveablehelper runprogressmonitoroperation   at org eclipse ui internal saveablehelper runprogressmonitoroperation   at org eclipse ui internal saveablehelper savemodels   at org eclipse ui internal saveablehelper savepart   at org eclipse ui internal workbenchpage savesaveable   at org eclipse ui internal workbenchpage saveeditor   at org eclipse ui internal handlers savehandler execute   at org eclipse ui internal handlers handlerproxy execute   at org eclipse ui internal handlers   execute   at sun reflect   invoke   at sun reflect delegatingmethodaccessorimpl invoke   at java lang reflect method invoke   at org eclipse   core internal di methodrequestor execute   at org eclipse   core internal di injectorimpl invokeusingclass   at org eclipse   core internal di injectorimpl invoke   at org eclipse   core contexts contextinjectionfactory invoke   at org eclipse   core commands internal handlerservicehandler execute   at org eclipse core commands command executewithchecks   at org eclipse core commands parameterizedcommand executewithchecks   at org eclipse   core commands internal handlerserviceimpl executehandler   at org eclipse   ui bindings keys keybindingdispatcher executecommand   at org eclipse   ui bindings keys keybindingdispatcher press   at org eclipse   ui bindings keys keybindingdispatcher processkeyevent   at org eclipse   ui bindings keys keybindingdispatcher filterkeysequencebindings   at org eclipse   ui bindings keys keybindingdispatcher access     at org eclipse   ui bindings keys keybindingdispatcher keydownfilter handleevent   at org eclipse swt widgets eventtable sendevent   at org eclipse swt widgets display filterevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendevent   at org eclipse swt widgets widget sendkeyevent   at org eclipse swt widgets widget gtk key press event   at org eclipse swt widgets control gtk key press event   at org eclipse swt widgets composite gtk key press event   at org eclipse swt widgets widget windowproc   at org eclipse swt widgets control windowproc   at org eclipse swt widgets display windowproc   at org eclipse swt internal gtk os  gtk main do event   at org eclipse swt internal gtk os gtk main do event   at org eclipse swt widgets display eventproc   at org eclipse swt internal gtk os  g main context iteration   at org eclipse swt internal gtk os g main context iteration   at org eclipse swt widgets display readanddispatch   at org eclipse   ui internal workbench swt partrenderingengine   run   at org eclipse core databinding observable realm runwithdefault   at org eclipse   ui internal workbench swt partrenderingengine run   at org eclipse   ui internal workbench   createandrunui   at org eclipse ui internal workbench   run   at org eclipse core databinding observable realm runwithdefault   at org eclipse ui internal workbench createandrunworkbench   at org eclipse ui platformui createandrunworkbench   at org eclipse ui internal ide application ideapplication start   at org eclipse equinox internal app eclipseapphandle run   at org eclipse core runtime internal adaptor eclipseapplauncher runapplication   at org eclipse core runtime internal adaptor eclipseapplauncher start   at org eclipse core runtime adaptor eclipsestarter run   at org eclipse core runtime adaptor eclipsestarter run   at sun reflect nativemethodaccessorimpl     at sun reflect nativemethodaccessorimpl invoke   at sun reflect delegatingmethodaccessorimpl invoke   at java lang reflect method invoke   at org eclipse equinox launcher main invokeframework   at org eclipse equinox launcher main basicrun   at org eclipse equinox launcher main run   at org eclipse equinox launcher main main ,
488,521411,Papyrus,SysML,NEW,,[SysML 1.4] Requirement graphical representation to be improved,2017-08-25T10:43:19Z,the compartment of the name of a requirement into a req diag shall be fixed size when resizing a requirement ,
489,525506,Sirius,Diagram,NEW,,VSM : stroke basic shape usage raises an exception,2017-10-03T13:47:08Z,created attachment   bug svg bundleimage zip  steps to reproduce    import and open attached project bug svg bundleimage   open diagram    an exception is raised   org apache batik transcoder transcoderexception  null enclosed exception  unable to transform src image  at org eclipse sirius diagram ui tools internal figure svg simpleimagetranscoder transcode   at org apache batik transcoder xmlabstracttranscoder transcode   at org apache batik transcoder svgabstracttranscoder transcode   at org eclipse sirius diagram ui tools internal figure svg simpleimagetranscoder updateimage   at org eclipse sirius diagram ui tools internal figure svg simpleimagetranscoder getbufferedimage   at org eclipse sirius diagram ui tools internal figure svg simpleimagetranscoder render   at org eclipse sirius diagram ui tools api figure svgfigure imagecache getimage   it is due to the usage of  basic shape  stroke  all others basic shape work correctly   note that this issue may be solved with bug    which aims to upgrade batik version,
490,474311,CDT,cdt-debug-dsf-gdb,RESOLVED,NOT_ECLIPSE,c/c++ Attach to  application fail on MinGW gdb >7.8,2015-08-05T11:20:43Z,c c   dsf gdb debugger integration          fail to start a debug attach gdb   on   gdb    the attach to runing process crach gdb just after the version display and even before the process id selection dialog  show up     this happen with gcc version             or           files toolchains     personal   mingw builds       threads posix sjlj   gdb       operated via the command line start can attach to running process    debug attach using legacy launcher does start but has stopper issue afterward    same happen on various cdt version tried luna   mars and kepler      c c   application debug session work but  i need attach to debug a dll inside external process   it is working  with gdb       gcc       mingw   package from       files toolchains     personal   mingw builds       threads posix sjlj  that has over issue corrected in version i m trying to use   how can i get a log more information about the crash or just the full command line used  ,
491,367816,Platform,UI,CLOSED,WONTFIX,[Keybinding] some bindings don't work with Juno 4.2,2012-01-04T09:15:00Z,i declared commands using org eclipse ui commands and binding with org eclipse ui bindings  these bindings appears in the eclipse preference page  but        they don t work    they don t appear in the menus  on the right of the action   these commands and binding work with eclipse     and      but not with juno    ,
492,490698,JDT,Core,RESOLVED,FIXED,ASTParser.createASTs() throws NullPointerException,2016-03-30T15:14:10Z,exact file which makes it crash is not available  it s a one from thousands if you need any further information  please tell me   stacktrace  org eclipse jdt internal compiler ast annotation istypeusecompatible  org eclipse jdt internal compiler lookup sourcetypebinding resolvetypefor  org eclipse jdt internal compiler lookup sourcetypebinding getfield  org eclipse jdt internal compiler lookup scope findfield  org eclipse jdt internal compiler lookup scope findfield  org eclipse jdt internal compiler lookup methodscope findfield  org eclipse jdt internal compiler lookup scope getfield  org eclipse jdt internal compiler ast qualifiednamereference getotherfieldbindings  org eclipse jdt internal compiler ast qualifiednamereference resolvetype  org eclipse jdt internal compiler ast assignment resolvetype  org eclipse jdt internal compiler ast expression resolve  org eclipse jdt internal compiler ast abstractmethoddeclaration resolvestatements  org eclipse jdt internal compiler ast methoddeclaration resolvestatements  org eclipse jdt internal compiler ast abstractmethoddeclaration resolve  org eclipse jdt internal compiler ast typedeclaration resolve  org eclipse jdt internal compiler ast typedeclaration resolve  org eclipse jdt internal compiler ast compilationunitdeclaration resolve  org eclipse jdt internal compiler compiler process  org eclipse jdt core dom compilationunitresolver resolve  org eclipse jdt core dom compilationunitresolver resolve  org eclipse jdt core dom astparser createasts  ru scanner main main ,
493,29899,Platform,SWT,RESOLVED,WONTFIX,Menus and MenuItems should support fonts,2003-01-21T15:50:08Z,in the jdk  one can set the font for a menu item or an entire menu   i would  like to see a setfont  api added to both menuitem and menu  as the absence of  this feature is causing us not to pass a test in the personal profile  compliance test suite   on platforms that do not support this functionality  it  could be implemented as a no op ,
494,539855,z_Archived,PDT,NEW,,Very slow,2018-10-05T16:47:06Z,when i open a file with a big lines  it s very very slow   and when i try search it s very very slow   for example a file has     characters in a same line   please help me  thanks,
495,511183,JDT,UI,NEW,,[JUnit 5] Update JUnit Test Suite wizard for JUnit 5,2017-01-27T12:35:29Z,the  new junit test suite  wizard has options to create junit   and junit   suites  it can be updated to create junit jupiter test suites  if applicable   i couldn t find a way to create a test suite for junit jupiter that can be run with junit      runwith  is used with a suite to run it with junit    and not with junit      sam  could you please provide some details here    i am not sure what new option would be useful in this wizard for junit   ,
496,552146,JDT,Core,NEW,,Wrong insertion of postfix template,2019-10-16T13:08:15Z,public class      static string   names      bob    charlie    alice      public static void main      arrays sort       compareto      arrays sort      fi fi        s length     fi foo  sys       interface fi    int foo        enable postfix template proposals in advanced content assist preferences    in the above code    sys   is the invocation of sysout template    apply the template and the first line of main  becomes  public static void main     which results in compilation errors ,
498,423123,JDT,Text,ASSIGNED,,[1.8][navigation] Quick Type Hierarchy doesn't show all implementations of functional interface,2013-12-04T01:33:38Z,before java      the quick type hierarchy could be used to quickly show all implementations of an interface   now  a functional interface and its abstract method can also be implemented by lambda expressions and method references  which both don t show up in a type hierarchy   always showing all lambda expressions is probably too much  since lambdas are expected to show up more frequently than anonymous classes   maybe we could show the lambdas and anonymous classes if there are only a few of them    and otherwise show a placeholder node  more than   lambdas   anonymous classes      whose action would be to show the implementations in the search view   search engine and type hierarchy currently don t contain lambdas  so we need some help from core    see also bug   and bug   ,
499,578773,Platform,Doc,RESOLVED,FIXED,Prune cvs from docs,2022-02-16T06:48:46Z,cvs is not built and shipped with our sdk since dec release but many pages in docs still talk about it ,
500,486627,Buildship,General,CLOSED,MOVED,Gradle distribution download progress should be visible upon project import,2016-01-27T08:32:49Z,original forum post    downloading progress monitoring  ,
501,527587,Mylyn,Core,NEW,,Missing Repositories from Eclipse updates,2017-11-22T00:37:02Z,when i try to update mylyn an error occurs saying   an error occurred while collecting items to be installed session context was    no repository found containing  osgi bundle org eclipse mylyn wikitext         no repository found containing  osgi bundle org eclipse mylyn wikitext ant         no repository found containing  osgi bundle org eclipse mylyn wikitext asciidoc         no repository found containing  osgi bundle org eclipse mylyn wikitext asciidoc ui         no repository found containing  osgi bundle org eclipse mylyn wikitext confluence         no repository found containing  osgi bundle org eclipse mylyn wikitext confluence ui         no repository found containing  osgi bundle org eclipse mylyn wikitext context ui         no repository found containing  osgi bundle org eclipse mylyn wikitext help ui         no repository found containing  osgi bundle org eclipse mylyn wikitext html         no repository found containing  osgi bundle org eclipse mylyn wikitext markdown         no repository found containing  osgi bundle org eclipse mylyn wikitext markdown ui         no repository found containing  osgi bundle org eclipse mylyn wikitext mediawiki         no repository found containing  osgi bundle org eclipse mylyn wikitext mediawiki ui         no repository found containing  osgi bundle org eclipse mylyn wikitext osgi         no repository found containing  osgi bundle org eclipse mylyn wikitext tasks ui         no repository found containing  osgi bundle org eclipse mylyn wikitext textile         no repository found containing  osgi bundle org eclipse mylyn wikitext textile ui         no repository found containing  osgi bundle org eclipse mylyn wikitext tracwiki         no repository found containing  osgi bundle org eclipse mylyn wikitext tracwiki ui         no repository found containing  osgi bundle org eclipse mylyn wikitext twiki         no repository found containing  osgi bundle org eclipse mylyn wikitext twiki ui         no repository found containing  osgi bundle org eclipse mylyn wikitext ui         no repository found containing  org eclipse update feature org eclipse mylyn wikitext editors feature         no repository found containing  org eclipse update feature org eclipse mylyn wikitext feature        ,
502,507109,JDT,Core,VERIFIED,FIXED,[9] Consider @NonNullByDefault in module-info,2016-11-05T22:25:21Z,we have been waiting for a node above package info where  nnbd could be specified for larger units of code   it seems that module info will accept annotations  and that would be a good match for  nnbd ,
503,531685,Platform,UI,REOPENED,,[GTK] Resizing first column to zero size crashes JVM,2018-02-26T16:01:43Z,created attachment   snippet to reproduce the problem with   steps to reproduce      run attached snippet     resize first column to e g    width     observe that the width can be reduced below the minimum of   specified with columnweightdata     observe  crash  when the width reaches      the minimum width also doesn t work with      there  once   width is reached  the column  vanishes   i ve not found a way to restore the column after this    this feels very awkward  in our product we have some tables where columns should have minimum weight   while based on eclipse     we did this with a control resize listener  setting another size if a too low value was specified  while not optimal  at least this worked  with eclipse     x this no longer works  so we looked for alternatives   the alternative we found is using columnweightdata  which sounds great  but doesn t work   so not only are we not able to provide the minimum width for the column  we are unable to prevent the  crash  once the column is narrowed too much      environment   eclipse sdk version  photon   build id       rhel     gtk    ,
504,509165,JDT,Core,REOPENED,,CCE in Parser.consumeMethodHeaderRightParen(..) in CompilationUnit.codeSelect(..),2016-12-13T16:07:38Z,   hover over one of the two references to integer in the signature of the compare method   public class lambdaanonymoustest       public static void main            executors callable                   collections sort                      arrays aslist                       new comparator integer                              override                         public int compare          integer                             return a   b                                                                         eclipse buildid           java version       java vendor oracle corporation bootloader constants  os    arch    ws    nl en us framework arguments    showlocation command line arguments    os    ws    arch    consolelog  console  showlocation  data a  org eclipse jface text error tue dec         cet   unexpected runtime error while computing a text hover  java lang classcastexception  org eclipse jdt internal compiler ast typedeclaration cannot be cast to org eclipse jdt internal compiler ast abstractmethoddeclaration  at org eclipse jdt internal compiler parser parser consumemethodheaderrightparen   at org eclipse jdt internal compiler parser parser consumerule   at org eclipse jdt internal compiler parser parser parse   at org eclipse jdt internal codeassist impl assistparser parseblockstatements   at org eclipse jdt internal codeassist impl assistparser parseblockstatements   at org eclipse jdt internal codeassist impl engine parseblockstatements   at org eclipse jdt internal codeassist impl engine parseblockstatements   at org eclipse jdt internal codeassist selectionengine select   at org eclipse jdt internal core openable codeselect   at org eclipse jdt internal core compilationunit codeselect   at org eclipse jdt internal core compilationunit codeselect   at org eclipse jdt internal ui text java hover abstractjavaeditortexthover getjavaelementsat   at org eclipse jdt internal ui text java hover javadochover internalgethoverinfo   at org eclipse jdt internal ui text java hover javadochover     at org eclipse jdt internal ui text java hover bestmatchhover     at org eclipse jdt internal ui text java hover bestmatchhover     at org eclipse jdt internal ui text java hover javaeditortexthoverproxy     at org eclipse jface text textviewerhovermanager   run ,
505,421101,JDT,Core,ASSIGNED,,[dom ast] Use generics in DOM APIs,2013-11-05T18:09:35Z,using generics in dom apis sounds as easy as turning     comments into proper type arguments  but there are quite a few caveats   childpropertydescriptor and childlistpropertydescriptor should also get a type parameter  so that apis like astrewrite getlistrewrite  can return a properly typed listrewrite t    some child list properties have type iextendedmodifier or idocelement    which are not subtypes of astnode  we probably need a new super interface iastnode  but this introduces problems in all apis that currently use astnode   a few helper methods like astnode copysubtree  or astrewrite createcopytarget  should get a method type parameter ,
