Unnamed: 0,Bug_Id,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids,Type,Updated,Bug Id
164,1494388,GeckoView,General,RESOLVED,DUPLICATE,Remaining mochitest and reftest failures in TestRunnerActivity on x86 emulator,,   jobs repo try tier       revision    demonstrates that there are still several persistent test failures in mochitest plain and reftest plain suites on android       opt     it would be super awesome if these could be investigated and fixed or disabled ,1460411.0,defect,2019-02-06 14:40:46,1494388.0
166,1600702,GeckoView,General,RESOLVED,DUPLICATE,Main process pages do not render correctly after app is paused/resumed,,str    open any extension page e g  a browser action default popup   put app in the background   put app in the foreground  expected    extension page is still being rendered  actual    seeing white   black screen  this only happens for extension pages  and seems to work fine the first time  but fails on subsequent attempts ,1581868.0,defect,2020-01-14 19:55:44,1600702.0
168,1591737,GeckoView,General,RESOLVED,DUPLICATE,Add isFocused info to Autofill elements.,,currently  the amazon co uk sign in form and register form are on the same page      xml      truncated      viewgroup identry  swiperefresh  idpackage  org mozilla fenix nightly  idtype  id      framelayout identry  engineview  idpackage  org mozilla fenix nightly  idtype  id        form webdomain  www amazon co uk  data enable mobile account js  true  action     method  post  data fwcim id     novalidate    id  ap register form  name  register  class  ap ango default fwcim form auth validate form auth clearable form               truncated            input webdomain  www amazon co uk  autofillhints  emailaddress  inputtype     autocorrect  off  id  ap email  name  email  type  email  maxlength     placeholder  mobile number or email  autocapitalize  off           input webdomain  www amazon co uk  autofillhints  password  inputtype     autocorrect  off  autocomplete  off  id  ap password  name  password  type  password  maxlength     placeholder  create a password  autocapitalize  off               truncated           form       form webdomain  www amazon co uk  action     method  post  data fwcim id     novalidate    id  ap login form  name  signin  class  auth validate form fwcim form auth clearable form          input webdomain  www amazon co uk  autofillhints  emailaddress  inputtype     autocorrect  off  id  ap email login  name  email  type  email  maxlength     placeholder  email    autocapitalize  off           input webdomain  www amazon co uk  autofillhints  password  inputtype     id  ap credential autofill hint  name  password  type  password  maxlength     autofillid  autofillid password               truncated           form      framelayout    viewgroup       truncated          this is an xml representation of the  assiststructure viewnode  tree  that android hands us from geckoview fenix   only one form is on screen at once  however the viewnode tree is the same each time   either  only give the  form  that is visible  or annotate the  edittext  that is  focused        autofill service docs          a service can identify the field that originated the request by calling the  isfocused      method while traversing the assiststructure object  this allows services to prepare a fillresponse with the appropriate partition data    viewnode isfocused           returns true if this node currently had input focus at the time that the structure was collected          services        isfocused   this bug makes it difficult for lockwise to support sign in to amazon properties via fenix   it works fine on the embedded webview in the native app   gecko version       ,1591462.0,defect,2019-12-04 10:45:58,1591737.0
170,1568667,GeckoView,General,RESOLVED,DUPLICATE,Extend ContentBlocking API to support Social Tracking Protection,,stp is a new blocklist setting we need to support  see bug   ,1568295.0,enhancement,2019-12-04 10:59:55,1568667.0
171,1561018,GeckoView,General,RESOLVED,DUPLICATE,Replace GV's Gecko telemetry snapshot API with Glean metrics API,,work breakdown for moving gv from the old gecko telemetry snapshot api to glean        edit gid  ,1566367.0,defect,2019-07-22 12:20:37,1561018.0
172,1353730,Firefox for iOS,General,RESOLVED,DUPLICATE,Crash shortly after startup on 7.0 release,,have a device in my household  will try to get crash info ,1354935.0,defect,2017-04-09 19:41:40,1353730.0
174,1401444,GeckoView,General,RESOLVED,DUPLICATE,write front end test for PWA,,planned test will have     before add to home screen      parse manifest for enrollment,1402805.0,enhancement,2018-12-20 08:27:20,1401444.0
175,1626349,GeckoView,Extensions,RESOLVED,DUPLICATE,Extensions cannot trigger `data:` URIs downloads,,triggering a download for a  data   uri is broken in main process pages  so extensions cannot let users download files this way  ublock uses this to back up settings  we should retest this after we move to the extension process as we expect that to fix this problem   ac issue    mobile android components issues   issuecomment  ,1637869.0,defect,2020-06-05 10:23:26,1626349.0
176,1371499,Firefox for iOS,General,RESOLVED,DUPLICATE,"Refactor url handling (deep-link, open-url, fxa-signin) code",,i m not happy with how we now have three different things under the firefox    scheme     firefox   fxa signin signin  token  somequery  data       firefox   open url deep link https        firefox   anything here does not matter deeplink https       this reflects in the code  which is handling the last two cases combined and seems all over the place  and the url style for the last two is not enforced    you can actually replace open url with anything  this is not strict enough   i would like to ask for three things     introduce a firefox   deep link url  style url   enforce a firefox   open url url  style for the public api   refactor this code to have three clear separate blocks or functions to handle firefox   fxa signin  firefox   open url and firefox   deep link ,1355636.0,enhancement,2018-01-26 11:26:11,1371499.0
177,1528585,GeckoView,General,RESOLVED,DUPLICATE,NYTimes website login shows Spinner then fails,,the new york times website login works with a google login  but on logging in with an email and password  it shows a spinner and then fails to log in   first reported here    mobile fenix issues  ,1530050.0,defect,2019-04-25 09:14:47,1528585.0
178,1408999,Firefox for iOS,General,RESOLVED,DUPLICATE,Create hidden option to change Leanplum to development mode,,lets introduce a hidden setting so that we can change any build to use the leanplum development settings  this will make things easier with testing and means we do not have to do special one time builds with this change anymore ,1416088.0,enhancement,2018-01-03 11:43:37,1408999.0
179,1618579,GeckoView,General,RESOLVED,DUPLICATE,Text selection caret is misplaced with dynamic toolbar,,created attachment   testcase html  load minimal example in fenix nightly  make sure the url bar is not visible and select text  observe text selection carets are shifted up from where they normally should be ,1618582.0,defect,2020-03-02 14:44:21,1618579.0
181,1482185,GeckoView,General,RESOLVED,DUPLICATE,GeckoView CPU usage while Focus is in the background,,originally reported in focus battery issue      colin reports that cnn invalidates some kind of views when the focus app is in the background  this should also happen for background tabs   page visibility test       will stop playing music when the focus gv app is backgrounded  demonstrating that geckoview and gecko know when they are backgrounded  we should also stop background tab rendering and timers         mobile focus android issues         visibility ,1506957.0,defect,2018-12-20 08:27:20,1482185.0
182,1378502,Firefox for iOS,Firefox Accounts,RESOLVED,DUPLICATE,"After upgrade, AutoPush does not work",,this depends on the fix in bug     which lets you upgrade from   to   without losing your fxa sync login   steps to reproduce     upgrade from   x to   x   send yourself a notification  notifications do not arrive    in the log i see that the device is registered correctly  in the system console no notifications arrive though ,1378881.0,defect,2017-07-07 04:37:02,1378502.0
183,1447088,GeckoView,General,RESOLVED,DUPLICATE,Eliminate spurious events upon session creation,,we often get spurious page load events  onlocationchange   etc for about blank when a new geckosession is created  this creates problems for testing as well as actual users of geckoview ,1447406.0,enhancement,2018-12-20 08:27:20,1447088.0
184,1453515,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Allow files to be downloaded with MIME type application/octet-stream,,when a pdf is opened in the browser firefox should download the pdf and allow apps like ibooks to open the pdf    however our detection of pdfs depends on the mimetype being  application pdf    here is a pdf that does not work  https     cloudfront net     pdf,1456276.0,defect,2018-04-30 10:07:56,1453515.0
186,1478376,GeckoView,General,RESOLVED,DUPLICATE,screen.width and screen.height values are 0,,created attachment       jpg     go to   with focus   and inspect listed values   result  screen width and screen height values are     media values are empty  and device aspect ratio returns nan   expected  fennec behaves correctly  this works fine in fennec custom tab with geckoview as well ,1475875.0,defect,2018-12-20 08:59:39,1478376.0
187,1560017,GeckoView,General,RESOLVED,DUPLICATE,Evaluate if GeckoView passes a referrer/referrerPolicy within LoadURI,,it seems that gecko view does not pass any referrer   and also no referrer policy within loaduri  we should investigate and evaluate that     central source mobile android geckoview src main java org mozilla geckoview geckosession java  ,1561913.0,task,2019-12-04 11:06:41,1560017.0
188,1588985,GeckoView,General,RESOLVED,DUPLICATE,Need to rewind the ByteBuffer for screenshots before comparison,,in screenshottest kt and verticalclippingtest kt we are comparing bytebuffers obtained by bitmap copypixelstobuffer  but at the moment  the position of the bytebuffers points the last position which means it just compares   byte in the buffers   i pushed a try with calling rewind   but the result shows us the tests is flaky        jobs repo try revision  ,1577192.0,defect,2019-10-18 07:37:11,1588985.0
189,1398186,Firefox for iOS,Firefox Accounts,RESOLVED,DUPLICATE,"""Device Disconnected"" does not work between iOS devices",,master    server     dev lcip org     connect device a to an account    connect device b to the same account     make sure that the devices are in sync      disconnect device a  expected  device b receives  device disconnected  push notification  actual  no push notification is received on device b   note   device disconnected  push notification is correctly received on ios when disconnecting from desktop  ,1385986.0,defect,2017-09-28 15:24:56,1398186.0
190,1524091,GeckoView,General,RESOLVED,DUPLICATE,GeckoView API to prompt the user when a site wants to play EME content,,gv will need an api to notify the app when a site wants to play eme  so the app can asynchronously prompt the user for permission  the app will need to call back into gv to either allow or deny the eme content playback   tbd whether the gv team will need help from the gecko media playback team to hook into eme   this gv api will be used by fftv s eme ui    mobile firefox tv issues  ,1620102.0,enhancement,2020-03-05 16:17:00,1524091.0
192,1658462,GeckoView,Extensions,RESOLVED,DUPLICATE,Crash in mozilla::widget::AndroidAlerts::ShowPersistentNotification,,created attachment   example extension  clicking on the button in the browser action crashes the browser  while testing a personal project i noticed that creating a notification crashes the browser    attacched a poc   looks like we re missing a null check       mozilla  widget  androidalerts  showpersistentnotification  androidalerts cpp      showwithbackend  nsalertsservice cpp   nsalertsservice  showpersistentnotification  nsalertsservice cpp   nsalertsservice  showalertnotification  nsalertsservice cpp   ns invokebyindex   s   callmethodhelper  invoke  xpcwrappednative cpp   callmethodhelper  call  xpcwrappednative cpp   xpcwrappednative  callmethod  xpcwrappednative cpp   xpc wn callmethod  xpcwrappednativejsops cpp   calljsnative    js  callreason  js  callargs const   interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  callfromstack  interpreter cpp   interpret  interpreter cpp   js  runscript  interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  spreadcalloperation  interpreter cpp   interpret  interpreter cpp   js  runscript  interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  callselfhostedfunction  selfhosting cpp   js  jit  interpretresume  vmfunctions cpp    unknown     unknown    enterjit  jit cpp   js  jit  maybeenterjit  jit cpp   js  runscript  interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  callselfhostedfunction  selfhosting cpp   asyncfunctionresume  asyncfunction cpp   asyncfunctionpromisereactionjob  promise cpp   promisereactionjob  promise cpp   calljsnative    js  callreason  js  callargs const   interpreter cpp   js  internalcallorconstruct  interpreter cpp   js  call  interpreter cpp   js  call  jsapi cpp   mozilla  dom  promisejobcallback  call  promisebinding cpp   mozilla  dom  promisejobcallback  call  promisebinding h   mozilla  dom  promisejobcallback  call  promisebinding h   mozilla  promisejobrunnable  run  cyclecollectedjscontext cpp   mozilla  cyclecollectedjscontext  performmicrotaskcheckpoint  cyclecollectedjscontext cpp   mozilla  cyclecollectedjscontext  afterprocesstask  cyclecollectedjscontext cpp   xpcjscontext  afterprocesstask  xpcjscontext cpp   nsthread  processnextevent  nsthread cpp   ns processnextevent  nsthreadutils cpp   mozilla  ipc  messagepump  run  messagepump cpp   messageloop  runinternal  message loop cc   messageloop  runhandler  message loop cc   messageloop  run  message loop cc   nsbaseappshell  run  nsbaseappshell cpp   nsappstartup  run  nsappstartup cpp   xremain  xre mainrun  nsapprunner cpp   xremain  xre main  nsapprunner cpp   xre main  nsapprunner cpp   geckostart nsandroidstartup cpp   mozilla  bootstrapimpl  geckostart  bootstrap cpp     java org mozilla gecko mozglue geckoloader nativerun  apkopen cpp   nativerun   art quick invoke static stub   art  artmethod  invoke    art  interpreter  artinterpretertocompiledcodebridge    bool art  interpreter  docall true  false     mterpinvokestaticrange   executemterpimpl   art  interpreter  execute    artquicktointerpreterbridge   art quick to interpreter bridge   art quick invoke stub   art  artmethod  invoke    art  invokewithargarray    art  invokevirtualorinterfacewithjvalues    art  thread  createcallback      pthread start      start thread     bionic clone      ,1649494.0,defect,2020-08-25 07:42:37,1658462.0
193,1621825,GeckoView,General,RESOLVED,DUPLICATE,Videos do not autoplay unless WIFI is connected,,str    start geckoview example   from settings  enable  allow autoplay    turn off device wifi   load   tests plain attr autoplay html  expected  video autoplays  actual  video does not autoplay  note  works as expected with wifi enabled  app  geckoview example from   ci tc services mozilla com tasks index gecko   mozilla central nightly latest mobile android api   opt    fenix       test website    tests plain attr autoplay html device  pixel    android  ,1647779.0,defect,2021-03-10 13:48:09,1621825.0
194,1651216,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ nsWindow::LayerViewSupport::FlipScreenPixels],,this bug is for crash report bp             top   frames of crashing thread        libxul so nswindow  layerviewsupport  flipscreenpixels widget android nswindow cpp     libxul so nswindow  layerviewsupport  recvscreenpixels widget android nswindow cpp     libxul so nswindow  recvscreenpixels widget android nswindow cpp     libxul so mozilla  layers  uicompositorcontrollerchild  recvscreenpixels gfx layers ipc uicompositorcontrollerchild cpp     libxul so mozilla  layers  puicompositorcontrollerchild  onmessagereceived ipc ipdl puicompositorcontrollerchild cpp     libxul so mozilla  ipc  messagechannel  dispatchmessage ipc glue messagechannel cpp     libxul so mozilla  ipc  messagechannel  messagetask  run ipc glue messagechannel cpp     libxul so mozilla  runandroiduitasks widget android androiduithread cpp     data app org mozilla firefox beta   base apk classes dex data app org mozilla firefox beta   base apk classes dex      dalvik alloc space   dalvik alloc space        ,1655580.0,defect,2020-08-18 11:03:27,1651216.0
195,1723280,GeckoView,Tracking Protection,RESOLVED,DUPLICATE,StorageController.getPermissions(url) doesn't work on private mode,,str     add tp exception   runtime contentblockingcontroller addexception      verify if the exception was added  storagecontroller getpermissions     it always returns an empty list  but if you do the same on normal session  it will work as expected    this is breaking multiple features on  focus   and fenix as we are not able able to query a specific exception by an url ,1714945.0,defect,2021-08-19 08:32:42,1723280.0
196,1719515,GeckoView,General,RESOLVED,DUPLICATE,Investigate AAB support in GeckoView,,given the requirement that new apps publish aab instead of apk we should make sure that geckoview can be used with aab ,1529082.0,task,2021-08-06 14:41:02,1719515.0
197,1630144,GeckoView,Extensions,RESOLVED,DUPLICATE,browser.windows.WINDOW_ID_CURRENT does not work in GeckoView,,when testing out the  multi account containers     add on  the error log is seen when trying to access  browser windows window id current       typeerror  can t access property  window id current   browser windows is undefined      gv version        r b version        a c version                account containers,1584252.0,defect,2020-04-16 12:32:34,1630144.0
201,1382305,Firefox for iOS,Telemetry,RESOLVED,DUPLICATE,Add UI event telemetry probes,,as we did for focus  we need to incorporate the telemetry ios library into the project and add probes for ui events  this depends on bug   for getting the new ping type established ,1422396.0,enhancement,2017-12-12 12:37:55,1382305.0
202,1357185,Firefox for iOS,Home screen,RESOLVED,DUPLICATE,Share menu does not work for AS,,the share menu does not work for topsites or highlights in the new as ,1357108.0,enhancement,2017-04-18 23:45:41,1357185.0
203,1368719,Firefox for iOS,Data Storage,RESOLVED,DUPLICATE,[DataLoss] BrowserDB.prepareSchema() creates new DB if existing DB file is locked,,data loss when database recovery fails  we have a situation where the database is fully recoverable  but we give up early and wipe it ,1394185.0,defect,2017-09-11 11:54:32,1368719.0
206,1509901,GeckoView,General,RESOLVED,DUPLICATE,Add default implementations to delegate interfaces,,it prevents us from using default method implementations in interfaces  those are a pretty big usability win for the geckoview api  and i d rather have that than code coverage  see bug   ,1498721.0,enhancement,2019-03-11 11:42:52,1509901.0
207,1401598,Firefox for iOS,Sync,RESOLVED,DUPLICATE,iOS got an empty notification after a tab was sent,,ios got an empty notification after a tab was sent  regular  you got a tab  notification also showed up    got an empty notification again after another tab was sent    also got a  tap to begin  ios notification  sync appears to work without intervention though ,1375988.0,enhancement,2017-10-11 09:47:45,1401598.0
209,1567611,GeckoView,General,RESOLVED,DUPLICATE,Extend ContentBlocking API to report potential element blocking,,currently  the gv  contentblocking  api only reports actually blocked elements via  delegate oncontentblocked    there are use cases where it is useful to additionally report elements that  would  be blocked for specific setting configurations  which are not enabled for the current session   for example  with all content blocking options disabled  this new api would report all the elements and their corresponding blocking reason category  that would be blocked on the most strict settings  without actually blocking them ,1567268.0,enhancement,2019-10-08 05:58:26,1567611.0
211,1445627,Firefox for iOS,Data Storage,RESOLVED,DUPLICATE,Files are not downloading correctly,,user agent  mozilla       applewebkit       ubuntu chromium         chrome         safari      steps to reproduce   tried to download unsupported file     actual results   ff tells that it is unsupported file and asking if i want to open it with another program  after accepting i don t have an option to copy file to files od documents  i only can transfer it to dropbox or copy transfer link    expected results   expecting an option to transfer downloaded file to documents or files app  ,1456276.0,defect,2018-04-30 10:08:33,1445627.0
213,1443418,Firefox for iOS,General,RESOLVED,DUPLICATE,[RTL] The magnifying glass is overlapping the the text from the first search suggestion,,created attachment   simulator screen shot   ipad pro           at       png  beta           make sure  show search suggestion  option is enabled     type something in the url bar   result  the text from the first search suggestion is overlapped by the magnifying glass ,1442839.0,defect,2018-03-06 10:20:32,1443418.0
214,1470167,Firefox for iOS,Theme & Visual Design,RESOLVED,DUPLICATE,Dark Theme: make UIColor extension colors into BrowserColor(),,most colors will be themeable  and thus need to be browsercolor      a theme manager will also be helpful to have a single place to track save and load of themes  and accessing the current theme ,1470160.0,defect,2018-07-05 13:14:53,1470167.0
215,1422431,Firefox for iOS,Theme & Visual Design,RESOLVED,DUPLICATE,[RTL] Text is cut-off in URL bar,,rtl strings appear cut off at the right end of the url bar    note  i see many rtl bugs have been filed under localization but i don t think that s the right place to file them  which is why i ve put this under the same component as the meta bug  feel free to move around tough ,1439830.0,defect,2018-03-04 18:53:16,1422431.0
216,1442420,Firefox for iOS,General,RESOLVED,DUPLICATE,[tracking protection 2.0]  Long-press to whitelist not working properly,,currently if a page has no blocked elements  you can t whitelist  or if a domain changes from having blocked elements to not    you can t modify the whitelist    overall  this can be made simpler and lower risk with the following changes   if tp is on  top level menu says  no elements blocked  as it does now  however we should change the behaviour so that you can still see the   level stats menu which allows whitelist addition or removal    this is how ad block products work like ublock   essentially there are only top level menu states for     tp disabled    tp enabled with not blocked items    tp enabled with blocked items    and   show the stats submenu with the whitelist add remove option   furthermore  i would prefer if the strings used the term whitelist in some way  otherwise we are making this feature confusing i fear  we already have enable disable globally through prefs  temporarily through a reload long press  and now through this menu  this will be a different bug though ,1442706.0,enhancement,2018-03-02 10:19:19,1442420.0
217,1439051,GeckoView,General,RESOLVED,DUPLICATE,GeckoView will not go fullscreen if e10s enabled.,,if a geckosession is created with the preference geckosessionsettings use multiprocess  it is not possible to go fullscreen ,1461338.0,defect,2018-12-20 08:27:20,1439051.0
218,1504011,Firefox for iOS,Browser,RESOLVED,DUPLICATE,Add a pref in the settings to adjust the number of topsite rows,,provide a user to have anywhere from       topsites,1510564.0,enhancement,2018-11-28 17:43:51,1504011.0
219,1487450,GeckoView,General,RESOLVED,DUPLICATE,Add GeckoView API to know when video is playing.,,on devices like the oculus go  there are cpu and gpu throttles  fxr needs to know when when video is playing so that the throttles maybe increased ,1498246.0,defect,2018-12-20 08:27:20,1487450.0
221,1516782,GeckoView,General,RESOLVED,DUPLICATE,GeckoViewScrollChild should probably use Visual Viewport,,i m not quite sure for what use cases this was intended or whether there already are any geckoview consumers using this api  but given that bug   mentioned pull to refresh as an example  we probably want to expose the user visible scroll position here  which means the visual viewport nowadays ,1498812.0,enhancement,2019-01-05 06:45:30,1516782.0
222,1509400,Firefox for iOS,General,RESOLVED,DUPLICATE,WKURLSchemeHandler: add '?key=UUID' url arg to lock down error page urls,,error page urls on the history stack will be loaded by the webview  and thus cannot use the  priviligedrequest   wrapper  we could push these urls on the stack with an appended uuid  and use this to unsure these loads could only have originated internally ,1509383.0,enhancement,2018-12-12 12:19:54,1509400.0
225,1577018,GeckoView,General,RESOLVED,DUPLICATE,Make Default TextInputDelegate public,,make this public so i can inherit from it because fenix doesn t care about a lot of these functions,1577003.0,enhancement,2019-10-02 11:34:32,1577018.0
226,1422440,Firefox for iOS,Theme & Visual Design,RESOLVED,DUPLICATE,[RTL] Text is cut-off in Sync view,,rtl string appears cut off at the right end of the sync field,1442807.0,defect,2018-03-05 13:56:42,1422440.0
227,1598696,GeckoView,General,RESOLVED,DUPLICATE,"signal 11 (SIGSEGV), code 1 (SEGV_MAPERR)",,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce   i have no ideas how to reproduce this bug  also i see this crashes only in google play console but not in firebase crashlytics    actual results   different crashes  there is the stacktrace                                                                  pid     tid        com tradingview tradingviewapp      backtrace        pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libxul so       pc     data app com tradingview tradingviewapp y     lib   libmozglue so         pc     data app com tradingview tradingviewapp y     oat   base odex         pc     data app com tradingview tradingviewapp y     oat   base odex         pc     system   libart so         pc     system   libart so            pc     system   libart so    invokewithargarray   argarray   art  jvalue   char const            pc     system   libart so            pc     system   libart so            pc     system   libc so            pc     system   libc so      also  i found readable stacktrace on armeabi   build  backtrace        pc     system bin linker         pc     system bin linker         pc     system bin linker         pc     data app com tradingview tradingviewapp     lib arm libxul so,1598068.0,defect,2020-01-22 12:19:37,1598696.0
228,1609221,GeckoView,Extensions,RESOLVED,DUPLICATE,"TypeError: can't access property ""startupData"", state is undefined",,this error is present in the logs of  geckoview junit   it s been happening for a while from what i can see         e geckoconsole   javascript error   typeerror  can t access property  startupdata   state is undefined   file   resource   gre modules addons xpiprovider jsm  line           e g    artifacts net     public test info  logcat emulator   log,1634504.0,task,2020-05-28 17:18:59,1609221.0
230,1592348,GeckoView,Extensions,RESOLVED,DUPLICATE,Enable/Implement captivePortal on mobile,,for some reason  captiveportal  is not enabled on mobile  we should implement whatever is missing and turning it on for geckoview   this is needed for secure proxy     central rev   toolkit components extensions jar mn    ,1591568.0,enhancement,2019-10-30 09:06:07,1592348.0
231,1392663,Firefox for iOS,General,RESOLVED,DUPLICATE,[Regression] Spotlight search not working,,master   ios      visit a webpage in a new tab      hit home button     swipe down to launch spotlight search     type the title of the previously visited webpage  result   there is no fennec search result for the visited webpage,1390294.0,defect,2017-10-03 10:04:24,1392663.0
232,1532663,Firefox for iOS,General,RESOLVED,DUPLICATE,"When in Private Browsing, opening a non private tab via today widget opens a private tab",,build        device  ipad air   ios       steps to reproduce     launch firefox     go to private browsing    background firefox    open a new tab via today widget  actual results    a new tab is opened in private browsing ,1522105.0,defect,2019-03-06 01:33:29,1532663.0
234,1577019,GeckoView,General,RESOLVED,DUPLICATE,Remove 26+ check for only tagging username/password fields when filling the ViewStructure in fillAutoFillStructure,,fillautofillstructure doesn t tag the email password etc fields unless the api level is     i m assuming this is because it was pointless to do so because the system autofill providers don t work under    ideally we would tag these fields for     this bug is depdendent on related to   bug cgi id  ,1577003.0,enhancement,2019-10-02 11:34:39,1577019.0
236,1384188,Firefox for iOS,Telemetry,RESOLVED,DUPLICATE,Enable Sentry logging from App Extensions,,it would be nice if we could see errors messages originating from our app extensions too ,1403142.0,enhancement,2018-01-26 11:27:15,1384188.0
238,1441249,Firefox for iOS,Browser,RESOLVED,DUPLICATE,[tracking protection 2.0]  TP Stats not reset on reload,,likely the reload event is not setting the per tab tp stats object back to zero,1439307.0,defect,2018-02-28 07:49:39,1441249.0
239,1625499,GeckoView,General,RESOLVED,DUPLICATE,Very high heap-unclassified memory usage,,    basic information this bug refer to   mobile fenix issues    steps to reproduce  no specific steps i ve found  though i noticed this when opening and closing many tabs even when the overall number of tabs open at any one time isn t much  as well as when using twitter for a while   expect ed results  memory usage stays reasonable   actual results  high memory usage causing android to kill background apps and eventually fenix even in foreground  device usually gets very sluggish before this happens  i ve seen heap unclassified usage being   gb before while the rest of memory usage was in the low   of mb   device information  essential ph   android device    fenix version  nightly                   more information  screenshot     profile url          basic systems configuration   os version   gpu model   number of cores   amount of memory     thanks so much for your help ,1655580.0,defect,2020-08-10 08:57:31,1625499.0
240,1535126,Firefox for iOS,Firefox Accounts,RESOLVED,DUPLICATE,Pulling down to refresh synced tabs is glitchy,,created attachment                  steps to reproduce sign into sync on two devices visit synced tabs pull down to refresh  expected results smooth as gorilla glass  actual results twitchy as ping pong balls in a vitamix  note  screen cap is in airplane mode but even online it s twitchy,1535003.0,defect,2019-03-20 10:54:21,1535126.0
241,1396849,Firefox for iOS,Sync,RESOLVED,DUPLICATE,Deleted mobile bookmarks are downloaded back to device,,latest master     add a new bookmark on device and sync it to desktop     delete the added bookmark from device     start a sync on device   expected  the record is deleted from server  actual  the deleted record is downloaded back on device,1335201.0,defect,2017-09-11 19:10:43,1396849.0
242,1487594,GeckoView,General,RESOLVED,DUPLICATE,Intl.DateTimeFormat does not format time in accordance with user's time zone by default,,user agent  mozilla       gecko   firefox     build id     steps to reproduce   my time zone is set to  asia kolkata  which is  gmt     when i do intl datetimeformat  format     actual results        am    expected results        am ,1534160.0,defect,2019-11-25 16:46:32,1487594.0
246,1512639,GeckoView,General,RESOLVED,DUPLICATE,Investigate HTML Credit Card / Address autofill APIs,,we should investigate what s the story for payments apis in geckoview to allow embedding apps to implement credit card autofill and related features ,1691819.0,enhancement,2021-02-09 13:06:42,1512639.0
248,1379812,Firefox for iOS,Sync,RESOLVED,DUPLICATE,"Send Tab : ""The link you are trying to share cannot be shared.""",,i updated to ios   beta recently and it seems like i can no longer use send tab   with beta  release and buddybuild  i get this message in a pop up     the link you are trying to share cannot be shared    only http and https links can be shared   i have tried all types of websites and content and i get the same thing ,1394786.0,defect,2017-09-08 09:22:28,1379812.0
250,1424706,Firefox for iOS,Home screen,RESOLVED,DUPLICATE,Deleting characters from awesomebar will not delete already existing site suggestions,,device  ipad     build  beta        str      have some sites bookmarked and in history    type in some characters in awesomebar to trigger suggestions    delete typed in characters  expected results   suggestions should be deleted when awesomebar is clear  actual result   suggestions still displayed  for further details please check      v   feature youtu be,1418103.0,defect,2018-02-27 09:53:52,1424706.0
253,1369881,Firefox for iOS,Telemetry,RESOLVED,DUPLICATE,Send core ping using mozilla-mobile/telemetry-ios,,since we re going to pull in   mobile telemetry ios for ui event telemetry  we should also use it for sending the core ping ,1402976.0,enhancement,2017-10-03 08:57:50,1369881.0
254,1439913,Firefox for iOS,Localization,RESOLVED,DUPLICATE,L10 screenshots fail to run,,noting this before the next screenshot run                     runner        catransaction synchronize  called within transaction                   runner      running tests                      runner      the bundle    xctest  couldn t be loaded because it is damaged or missing necessary resources  try reinstalling the bundle                    runner         library not loaded   rpath mappamundi framework mappamundi   referenced from   users jhugman library developer xcode deriveddata client gspzncyrtnvytgbhiuyrbdiehmwb build products fennec iphonesimulator   runner app plugins   xctest     reason  image not found ,1442426.0,defect,2018-03-06 10:01:03,1439913.0
257,1640283,GeckoView,General,RESOLVED,DUPLICATE,Overhaul content permissions API,,the current api has several drawbacks both for gecko and applications using geckoview  discussion and proposal here      edit heading h  ,1654832.0,enhancement,2021-05-28 07:17:29,1640283.0
258,1694220,GeckoView,General,RESOLVED,DUPLICATE,Update GeckoView target sdk version to 30,,ac fenix is updating soon and we should too ,1688062.0,task,2021-05-28 06:48:47,1694220.0
